FLOX|Fluoxetine 20mg|Prozac 20mg|푸로작 캡슐 20mg|릴리|한국릴리|FLU000009|Fluoxetine|
FLOXD|Fluoxetine dis. 20mg|Prozac dispersible 20mg|푸로작 확산정 20mg|릴리|한국릴리|FLU000009|Fluoxetine|
FLUB-E|Flurbiprofen oph 5ml|Ocufen liquifilm oph. 5ml|오큐펜 리퀴필름 점안액 5ml/EA|Allergan|삼일제약|FLU000011|Flurbiprofen sodium|
FLUC|Fluconazole 50mg|Plunazole 50mg|푸루나졸 캅셀 50mg|대웅제약|대웅제약|FLU000000|Fluconazole|
FLUN|Flunarizine 5mg|Sibelium 5mg|씨베리움 캅셀 5mg|한국얀센|한국얀센|FLU000004|Flunarizine|
FLUT|Flutamide 250mg|Eulexin 250mg|유렉신 정 250mg|쉐링푸라우|유한양행|FLU000012|Flutamide|
FLUVA8|Fluvastatin 80mg|Lescol XL SR 80mg|레스콜엑스엘서방정 80mg|노바티스|한국노바티스|FLU000018|Fluvastatin|
FLUVX|Fluvoxamine 50mg|Dumirox 50mg|듀미록스 정 50mg|중외제약|중외제약|FLU000016|Fluvoxamine maleate|
FM-E|Fluorometholone 0.1% 5ml|Flumetholon 0.1% 5ml|플루메토론 0.1 점안액 5ml/EA|Santen|태준제약|FLU000006|Fluorometholone|
FNT|Fenoterol 2.5mg|Berotec 2.5mg|베로텍 정 2.5mg|한국베링거인겔하임|한국베링거인겔하임|FEN000002|Fenoterol HBr|
FOLI|Folic acid 1mg|Folic acid 1mg|신일 엽산 정 1mg|신일제약|신일제약|FOL000000|Folic acid|
FORM|Formoterol 20mcg|Atock 20mcg|삼아 아토크 정 20mcg|삼아약품|삼아약품|FOR000001|Formoterol fumarate|
FORM-S|Formoterol 40mcg/g|Atock syrup|삼아 아토크 건조시럽|삼아약품|삼아약품|FOR000001|Formoterol fumarate|
FOS-K|Fosfomycin 3g/Pkg| |모누롤 산 8g/포|일동제약|일동제약|FOS000001|Fosfomycin trometamol|
FOSI|Fosinopril 10mg|Monopril 10mg|모노프릴 정 10mg|비엠에스|한국비엠에스|FOS000002|Fosinopril sodium|
FTZ-C|Flutrimazole 1% 20g|Naitral cream|나이트랄 크림 20g/Tube|일양약품|일양약품|FLU000015|Flutrimazole|
FURO|Furosemide 40mg|Lasix 40mg|라식스 정 40mg|한독약품|한독약품|FUR000000|Furosemide|
FUSI|Fusidate sod. 250mg|Fucidin Tab 250mg|후시딘정 250mg|동화약품|동화약품|FUS000000|Fusidate sodium|
FUSI-O|Fusidate sod. 10g|Fusidate sod. 10g|상아 푸시딘산 나트륨 연고 10g/Tube|상아제약|녹십자|FUS000000|Fusidate sodium|
FZP|Flurazepam 15mg|Dalmadorm 15mg|달마돔 정 15mg|고려제약|고려제약|FLU000010|Flurazepam HCl|
GABA|Gabapentin 100mg|Neurontin 100mg|뉴론틴 캅셀 100mg|한국화이자|제일약품|GAB000000|Gabapentin|
GABA3|Gabapentin 300mg|Neurontin 300mg|뉴론틴 캅셀 300mg|한국화이자|제일약품|GAB000000|Gabapentin|
GABA6|Gabapentin 600mg|Neurontin Tab 600mg|뉴론틴 정 600mg|한국화이자|한국화이자|GAB000000|Gabapentin|
GALA-K|Galactosidase 250mg|Galantase 250mg|가란타제 산(250mg/포)|현대약품|현대약품|B-G000000|B-Galactosidase|
GALPR|Galantamine PR 8mg|Reminyl PRC 8mg|레미닐 피알서방캡슐 8mg|얀센|한국얀센|GAL000000|Galantamine|
GALPR16|Galantamine PR 16mg|Reminyl PRC 16mg|레미닐 피알서방캡슐 16mg|얀센|한국얀센|GAL000000|Galantamine|
GASP|Gaspylor(R)|Gaspylor(R)|가스피로 캅셀|한화제약|한화제약|GAS000000|Gaspylor(R)|
GATI2|Gatifloxacin 200mg|Gatiflo tab 200mg|가티플로 정 200mg|한독약품|한독약품|GAT000000|Gatifloxacin|
GEFIT|Gefitinib 250mg|Iressa Tab|이레사 정|아스트라제네카|아스트라제네카|GEF000001|gefitinib|
GEMF|Gemfibrozil 300mg|Lopid 300mg|제일 로피드 캅셀 300mg|제일약품|제일약품|GEM000001|Gemfibrozil|
GG-N|GG Nasal 7ml|GG Nasal 7ml|GG Nasal 7ml/EA| | |GG-000000|GG-nasal|
GINK|Ginkgo biloba 40mg|Ginexin F |기넥신에프 정 40mg|SK제약|SK제약|GIN000000|Ginkgo biloba extract|
GINK8|Ginkgo biloba 80mg|Ginexin F 80mg|기넥신 에프 정 80mg|SK제약|SK제약|GIN000000|Ginkgo biloba extract|
GLCOS|Glucosamine 250mg|Ostemin Cap 250mg|오스테민 캅셀 250mg|삼진제약|삼진제약|GLU000004|Glucosamine sulfate|
GLIB5|Glibenclamide 5mg|Daonil 5mg|다오닐 정 5mg|한독약품|한독약품|GLI000000|Glibenclamide|
GLIC|Gliclazide 80mg|Diamicron 80mg|디아미크롱 정 80mg|베링거인겔하임|한국세르비에|GLI000001|Gliclazide|
GLIC3|Gliclazide 30mg|Diamicron MR Tab 30mg|디아미크롱 서방정 30mg|베링거인겔하임|한국세르비에|GLI000001|Gliclazide|
GLIM|Glimepiride 2mg|Amaryl 2mg|아마릴 정 2mg|한독약품|한독약품|GLI000002|Glimepiride|
GLIP|Glipizide 5mg|Digrin 5mg|다이그린 정 5mg|유한양행|유한양행|GLI000003|Glipizide|
GLIQ|Gliquidone 30mg|Glurenorm 30mg|글루레노름 정 30mg|한국베링거인겔하임|한국베링거인겔하임|GLI000004|Gliquidone|
GLUCO|Glucovance 500/2.5mg|Glucovance tab 500/2.5mg|글루코반스 정 500/2.5mg|머크|머크|GLI000005|Metformin/Glibenclamide|
GLUCO5|Glucovance 500/5mg|Glucovance tab 500/5mg|글루코반스 정 500/5mg|머크|머크|GLI000005|Metformin/Glibenclamide|
GM5-E|Gentamicin oph. 5ml|Ocugenta oph. 5ml|오큐겐타 점안액 5ml/EA|삼일제약|삼일제약|GEN000000|Gentamicin sulfate|
GMFLX|Gemifloxacin 320mg|Factiv Tab|팩티브 정|LG생명과학|LG생명과학|GEM000002|Gemifloxacin|
GNOV-Y|Gyno-V Vag. Cap|GYNO-V|지노브이질연질캅셀|참제약|참제약|POL000002|Gyno-V(R)|
GODE|Godex(R)|Godex cap|고덱스 캅셀|한서제약|한서제약|GOD000001|Godex(R)|
GRANI|Granisetron 1mg|Kytril 1mg|카이트릴 정 1mg|로슈|한국로슈|GRA000000|Granisetron|
GV1-L|G.V 1% 10ml|G. V. 1% 10ml|Gentianviolet 1% 10ml/BTL| | |G.V000000|G.V. (Gentian violet)|
GV11-L|G.V 1% 100ml| |Gentianviolet 1% 100ml/BTL| | |G.V000000|G.V. (Gentian violet)|
GV2-L|G.V 2% 10ml|G.V 2% 10ml|Gentianviolet 2% 10ml/BTL| | |G.V000000|G.V. (Gentian violet)|
GV21-L|G.V 2% 100ml| |Gentianviolet 2% 100ml/BTL| | |G.V000000|G.V. (Gentian violet)|
GYNF-Y|Gynoflor(R)|Gyno-Flor vag. Tab|지노프로 질정|Medinova|현대약품|GYN000000|Gynoflor(R)|
